portfolioRefCode;currencyCode;accountNo;cashAccountName;refCode;iban
nt1653;TL;744729;N1653;N-2154;TR00000000005568883
nt1654;TL;744730;N1654;N-2155;TR00000000005568884
nt1655;TL;744731;N1655;N-2156;TR00000000005568885
nt1656;TL;744732;N1656;N-2157;TR00000000005568886
nt1657;TL;744733;N1657;N-2158;TR00000000005568887
nt1658;TL;744734;N1658;N-2159;TR00000000005568888
nt1659;TL;744735;N1659;N-2160;TR00000000005568889
nt1660;TL;744736;N1660;N-2161;TR00000000005568890
nt1661;TL;744737;N1661;N-2162;TR00000000005568891
nt1662;TL;744738;N1662;N-2163;TR00000000005568892
nt1663;TL;744739;N1663;N-2164;TR00000000005568893
nt1664;TL;744740;N1664;N-2165;TR00000000005568894
nt1665;TL;744741;N1665;N-2166;TR00000000005568895
nt1666;TL;744742;N1666;N-2167;TR00000000005568896
nt1667;TL;744743;N1667;N-2168;TR00000000005568897
nt1668;TL;744744;N1668;N-2169;TR00000000005568898
nt1669;TL;744745;N1669;N-2170;TR00000000005568899
nt1670;TL;744746;N1670;N-2171;TR00000000005568900
nt1671;TL;744747;N1671;N-2172;TR00000000005568901
nt1672;TL;744748;N1672;N-2173;TR00000000005568902
nt1673;TL;744749;N1673;N-2174;TR00000000005568903
nt1674;TL;744750;N1674;N-2175;TR00000000005568904
nt1675;TL;744751;N1675;N-2176;TR00000000005568905
nt1676;TL;744752;N1676;N-2177;TR00000000005568906
nt1677;TL;744753;N1677;N-2178;TR00000000005568907
nt1678;TL;744754;N1678;N-2179;TR00000000005568908
nt1679;TL;744755;N1679;N-2180;TR00000000005568909
nt1680;TL;744756;N1680;N-2181;TR00000000005568910
nt1681;TL;744757;N1681;N-2182;TR00000000005568911
nt1682;TL;744758;N1682;N-2183;TR00000000005568912
nt1683;TL;744759;N1683;N-2184;TR00000000005568913
nt1684;TL;744760;N1684;N-2185;TR00000000005568914
nt1685;TL;744761;N1685;N-2186;TR00000000005568915
nt1686;TL;744762;N1686;N-2187;TR00000000005568916
nt1687;TL;744763;N1687;N-2188;TR00000000005568917
nt1688;TL;744764;N1688;N-2189;TR00000000005568918
nt1689;TL;744765;N1689;N-2190;TR00000000005568919
nt1690;TL;744766;N1690;N-2191;TR00000000005568920
nt1691;TL;744767;N1691;N-2192;TR00000000005568921
nt1692;TL;744768;N1692;N-2193;TR00000000005568922
nt1693;TL;744769;N1693;N-2194;TR00000000005568923
nt1694;TL;744770;N1694;N-2195;TR00000000005568924
nt1695;TL;744771;N1695;N-2196;TR00000000005568925
nt1696;TL;744772;N1696;N-2197;TR00000000005568926
nt1697;TL;744773;N1697;N-2198;TR00000000005568927
nt1698;TL;744774;N1698;N-2199;TR00000000005568928
nt1699;TL;744775;N1699;N-2200;TR00000000005568929
nt1700;TL;744776;N1700;N-2201;TR00000000005568930
nt1701;TL;744777;N1701;N-2202;TR00000000005568931
nt1702;TL;744778;N1702;N-2203;TR00000000005568932
nt1703;TL;744779;N1703;N-2204;TR00000000005568933
nt1704;TL;744780;N1704;N-2205;TR00000000005568934
nt1705;TL;744781;N1705;N-2206;TR00000000005568935
nt1706;TL;744782;N1706;N-2207;TR00000000005568936
nt1707;TL;744783;N1707;N-2208;TR00000000005568937
nt1708;TL;744784;N1708;N-2209;TR00000000005568938
nt1709;TL;744785;N1709;N-2210;TR00000000005568939
nt1710;TL;744786;N1710;N-2211;TR00000000005568940
nt1711;TL;744787;N1711;N-2212;TR00000000005568941
nt1712;TL;744788;N1712;N-2213;TR00000000005568942
nt1713;TL;744789;N1713;N-2214;TR00000000005568943
nt1714;TL;744790;N1714;N-2215;TR00000000005568944
nt1715;TL;744791;N1715;N-2216;TR00000000005568945
nt1716;TL;744792;N1716;N-2217;TR00000000005568946
nt1717;TL;744793;N1717;N-2218;TR00000000005568947
nt1718;TL;744794;N1718;N-2219;TR00000000005568948
nt1719;TL;744795;N1719;N-2220;TR00000000005568949
nt1720;TL;744796;N1720;N-2221;TR00000000005568950
nt1721;TL;744797;N1721;N-2222;TR00000000005568951
nt1722;TL;744798;N1722;N-2223;TR00000000005568952
nt1723;TL;744799;N1723;N-2224;TR00000000005568953
nt1724;TL;744800;N1724;N-2225;TR00000000005568954
nt1725;TL;744801;N1725;N-2226;TR00000000005568955
nt1726;TL;744802;N1726;N-2227;TR00000000005568956
nt1727;TL;744803;N1727;N-2228;TR00000000005568957
nt1728;TL;744804;N1728;N-2229;TR00000000005568958
nt1729;TL;744805;N1729;N-2230;TR00000000005568959
nt1730;TL;744806;N1730;N-2231;TR00000000005568960
nt1731;TL;744807;N1731;N-2232;TR00000000005568961
nt1732;TL;744808;N1732;N-2233;TR00000000005568962
nt1733;TL;744809;N1733;N-2234;TR00000000005568963
nt1734;TL;744810;N1734;N-2235;TR00000000005568964
nt1735;TL;744811;N1735;N-2236;TR00000000005568965
nt1736;TL;744812;N1736;N-2237;TR00000000005568966
nt1737;TL;744813;N1737;N-2238;TR00000000005568967
nt1738;TL;744814;N1738;N-2239;TR00000000005568968
nt1739;TL;744815;N1739;N-2240;TR00000000005568969
nt1740;TL;744816;N1740;N-2241;TR00000000005568970
nt1741;TL;744817;N1741;N-2242;TR00000000005568971
nt1742;TL;744818;N1742;N-2243;TR00000000005568972
nt1743;TL;744819;N1743;N-2244;TR00000000005568973
nt1744;TL;744820;N1744;N-2245;TR00000000005568974
nt1745;TL;744821;N1745;N-2246;TR00000000005568975
nt1746;TL;744822;N1746;N-2247;TR00000000005568976
nt1747;TL;744823;N1747;N-2248;TR00000000005568977
nt1748;TL;744824;N1748;N-2249;TR00000000005568978
nt1749;TL;744825;N1749;N-2250;TR00000000005568979
nt1750;TL;744826;N1750;N-2251;TR00000000005568980
nt1751;TL;744827;N1751;N-2252;TR00000000005568981
nt1752;TL;744828;N1752;N-2253;TR00000000005568982
nt1753;TL;744829;N1753;N-2254;TR00000000005568983
nt1754;TL;744830;N1754;N-2255;TR00000000005568984
nt1755;TL;744831;N1755;N-2256;TR00000000005568985
nt1756;TL;744832;N1756;N-2257;TR00000000005568986
nt1757;TL;744833;N1757;N-2258;TR00000000005568987
nt1758;TL;744834;N1758;N-2259;TR00000000005568988
nt1759;TL;744835;N1759;N-2260;TR00000000005568989
nt1760;TL;744836;N1760;N-2261;TR00000000005568990
nt1761;TL;744837;N1761;N-2262;TR00000000005568991
nt1762;TL;744838;N1762;N-2263;TR00000000005568992
nt1763;TL;744839;N1763;N-2264;TR00000000005568993
nt1764;TL;744840;N1764;N-2265;TR00000000005568994
nt1765;TL;744841;N1765;N-2266;TR00000000005568995
nt1766;TL;744842;N1766;N-2267;TR00000000005568996
nt1767;TL;744843;N1767;N-2268;TR00000000005568997
nt1768;TL;744844;N1768;N-2269;TR00000000005568998
nt1769;TL;744845;N1769;N-2270;TR00000000005568999
nt1770;TL;744846;N1770;N-2271;TR00000000005569000
nt1771;TL;744847;N1771;N-2272;TR00000000005569001
nt1772;TL;744848;N1772;N-2273;TR00000000005569002
nt1773;TL;744849;N1773;N-2274;TR00000000005569003
nt1774;TL;744850;N1774;N-2275;TR00000000005569004
nt1775;TL;744851;N1775;N-2276;TR00000000005569005
nt1776;TL;744852;N1776;N-2277;TR00000000005569006
nt1777;TL;744853;N1777;N-2278;TR00000000005569007
nt1778;TL;744854;N1778;N-2279;TR00000000005569008
nt1779;TL;744855;N1779;N-2280;TR00000000005569009
nt1780;TL;744856;N1780;N-2281;TR00000000005569010
nt1781;TL;744857;N1781;N-2282;TR00000000005569011
nt1782;TL;744858;N1782;N-2283;TR00000000005569012
nt1783;TL;744859;N1783;N-2284;TR00000000005569013
nt1784;TL;744860;N1784;N-2285;TR00000000005569014
nt1785;TL;744861;N1785;N-2286;TR00000000005569015
nt1786;TL;744862;N1786;N-2287;TR00000000005569016
nt1787;TL;744863;N1787;N-2288;TR00000000005569017
nt1788;TL;744864;N1788;N-2289;TR00000000005569018
nt1789;TL;744865;N1789;N-2290;TR00000000005569019
nt1790;TL;744866;N1790;N-2291;TR00000000005569020
nt1791;TL;744867;N1791;N-2292;TR00000000005569021
nt1792;TL;744868;N1792;N-2293;TR00000000005569022
nt1793;TL;744869;N1793;N-2294;TR00000000005569023
nt1794;TL;744870;N1794;N-2295;TR00000000005569024
nt1795;TL;744871;N1795;N-2296;TR00000000005569025
nt1796;TL;744872;N1796;N-2297;TR00000000005569026
nt1797;TL;744873;N1797;N-2298;TR00000000005569027
nt1798;TL;744874;N1798;N-2299;TR00000000005569028
nt1799;TL;744875;N1799;N-2300;TR00000000005569029
nt1800;TL;744876;N1800;N-2301;TR00000000005569030
nt1801;TL;744877;N1801;N-2302;TR00000000005569031
nt1802;TL;744878;N1802;N-2303;TR00000000005569032
nt1803;TL;744879;N1803;N-2304;TR00000000005569033
nt1804;TL;744880;N1804;N-2305;TR00000000005569034
nt1805;TL;744881;N1805;N-2306;TR00000000005569035
nt1806;TL;744882;N1806;N-2307;TR00000000005569036
nt1807;TL;744883;N1807;N-2308;TR00000000005569037
nt1808;TL;744884;N1808;N-2309;TR00000000005569038
nt1809;TL;744885;N1809;N-2310;TR00000000005569039
nt1810;TL;744886;N1810;N-2311;TR00000000005569040
nt1811;TL;744887;N1811;N-2312;TR00000000005569041
nt1812;TL;744888;N1812;N-2313;TR00000000005569042
nt1813;TL;744889;N1813;N-2314;TR00000000005569043
nt1814;TL;744890;N1814;N-2315;TR00000000005569044
nt1815;TL;744891;N1815;N-2316;TR00000000005569045
nt1816;TL;744892;N1816;N-2317;TR00000000005569046
nt1817;TL;744893;N1817;N-2318;TR00000000005569047
nt1818;TL;744894;N1818;N-2319;TR00000000005569048
nt1819;TL;744895;N1819;N-2320;TR00000000005569049
nt1820;TL;744896;N1820;N-2321;TR00000000005569050
nt1821;TL;744897;N1821;N-2322;TR00000000005569051
nt1822;TL;744898;N1822;N-2323;TR00000000005569052
nt1823;TL;744899;N1823;N-2324;TR00000000005569053
nt1824;TL;744900;N1824;N-2325;TR00000000005569054
nt1825;TL;744901;N1825;N-2326;TR00000000005569055
nt1826;TL;744902;N1826;N-2327;TR00000000005569056
nt1827;TL;744903;N1827;N-2328;TR00000000005569057
nt1828;TL;744904;N1828;N-2329;TR00000000005569058
nt1829;TL;744905;N1829;N-2330;TR00000000005569059
nt1830;TL;744906;N1830;N-2331;TR00000000005569060
nt1831;TL;744907;N1831;N-2332;TR00000000005569061
nt1832;TL;744908;N1832;N-2333;TR00000000005569062
nt1833;TL;744909;N1833;N-2334;TR00000000005569063
nt1834;TL;744910;N1834;N-2335;TR00000000005569064
nt1835;TL;744911;N1835;N-2336;TR00000000005569065
nt1836;TL;744912;N1836;N-2337;TR00000000005569066
nt1837;TL;744913;N1837;N-2338;TR00000000005569067
nt1838;TL;744914;N1838;N-2339;TR00000000005569068
nt1839;TL;744915;N1839;N-2340;TR00000000005569069
nt1840;TL;744916;N1840;N-2341;TR00000000005569070
nt1841;TL;744917;N1841;N-2342;TR00000000005569071
nt1842;TL;744918;N1842;N-2343;TR00000000005569072
nt1843;TL;744919;N1843;N-2344;TR00000000005569073
nt1844;TL;744920;N1844;N-2345;TR00000000005569074
nt1845;TL;744921;N1845;N-2346;TR00000000005569075
nt1846;TL;744922;N1846;N-2347;TR00000000005569076
nt1847;TL;744923;N1847;N-2348;TR00000000005569077
nt1848;TL;744924;N1848;N-2349;TR00000000005569078
nt1849;TL;744925;N1849;N-2350;TR00000000005569079
nt1850;TL;744926;N1850;N-2351;TR00000000005569080
nt1851;TL;744927;N1851;N-2352;TR00000000005569081
nt1852;TL;744928;N1852;N-2353;TR00000000005569082
nt1853;TL;744929;N1853;N-2354;TR00000000005569083
nt1854;TL;744930;N1854;N-2355;TR00000000005569084
nt1855;TL;744931;N1855;N-2356;TR00000000005569085
nt1856;TL;744932;N1856;N-2357;TR00000000005569086
nt1857;TL;744933;N1857;N-2358;TR00000000005569087
nt1858;TL;744934;N1858;N-2359;TR00000000005569088
nt1859;TL;744935;N1859;N-2360;TR00000000005569089
nt1860;TL;744936;N1860;N-2361;TR00000000005569090
nt1861;TL;744937;N1861;N-2362;TR00000000005569091
nt1862;TL;744938;N1862;N-2363;TR00000000005569092
nt1863;TL;744939;N1863;N-2364;TR00000000005569093
nt1864;TL;744940;N1864;N-2365;TR00000000005569094
nt1865;TL;744941;N1865;N-2366;TR00000000005569095
nt1866;TL;744942;N1866;N-2367;TR00000000005569096
nt1867;TL;744943;N1867;N-2368;TR00000000005569097
nt1868;TL;744944;N1868;N-2369;TR00000000005569098
nt1869;TL;744945;N1869;N-2370;TR00000000005569099
nt1870;TL;744946;N1870;N-2371;TR00000000005569100
nt1871;TL;744947;N1871;N-2372;TR00000000005569101
nt1872;TL;744948;N1872;N-2373;TR00000000005569102
nt1873;TL;744949;N1873;N-2374;TR00000000005569103
nt1874;TL;744950;N1874;N-2375;TR00000000005569104
nt1875;TL;744951;N1875;N-2376;TR00000000005569105
nt1876;TL;744952;N1876;N-2377;TR00000000005569106
nt1877;TL;744953;N1877;N-2378;TR00000000005569107
nt1878;TL;744954;N1878;N-2379;TR00000000005569108
nt1879;TL;744955;N1879;N-2380;TR00000000005569109
nt1880;TL;744956;N1880;N-2381;TR00000000005569110
nt1881;TL;744957;N1881;N-2382;TR00000000005569111
nt1882;TL;744958;N1882;N-2383;TR00000000005569112
nt1883;TL;744959;N1883;N-2384;TR00000000005569113
nt1884;TL;744960;N1884;N-2385;TR00000000005569114
nt1885;TL;744961;N1885;N-2386;TR00000000005569115
nt1886;TL;744962;N1886;N-2387;TR00000000005569116
nt1887;TL;744963;N1887;N-2388;TR00000000005569117
nt1888;TL;744964;N1888;N-2389;TR00000000005569118
nt1889;TL;744965;N1889;N-2390;TR00000000005569119
nt1890;TL;744966;N1890;N-2391;TR00000000005569120
nt1891;TL;744967;N1891;N-2392;TR00000000005569121
nt1892;TL;744968;N1892;N-2393;TR00000000005569122
nt1893;TL;744969;N1893;N-2394;TR00000000005569123
nt1894;TL;744970;N1894;N-2395;TR00000000005569124
nt1895;TL;744971;N1895;N-2396;TR00000000005569125
nt1896;TL;744972;N1896;N-2397;TR00000000005569126
nt1897;TL;744973;N1897;N-2398;TR00000000005569127
nt1898;TL;744974;N1898;N-2399;TR00000000005569128
nt1899;TL;744975;N1899;N-2400;TR00000000005569129
nt1900;TL;744976;N1900;N-2401;TR00000000005569130
nt1901;TL;744977;N1901;N-2402;TR00000000005569131
nt1902;TL;744978;N1902;N-2403;TR00000000005569132
nt1903;TL;744979;N1903;N-2404;TR00000000005569133
nt1904;TL;744980;N1904;N-2405;TR00000000005569134
nt1905;TL;744981;N1905;N-2406;TR00000000005569135
nt1906;TL;744982;N1906;N-2407;TR00000000005569136
nt1907;TL;744983;N1907;N-2408;TR00000000005569137
nt1908;TL;744984;N1908;N-2409;TR00000000005569138
nt1909;TL;744985;N1909;N-2410;TR00000000005569139
nt1910;TL;744986;N1910;N-2411;TR00000000005569140
nt1911;TL;744987;N1911;N-2412;TR00000000005569141
nt1912;TL;744988;N1912;N-2413;TR00000000005569142
nt1913;TL;744989;N1913;N-2414;TR00000000005569143
nt1914;TL;744990;N1914;N-2415;TR00000000005569144
nt1915;TL;744991;N1915;N-2416;TR00000000005569145
nt1916;TL;744992;N1916;N-2417;TR00000000005569146
nt1917;TL;744993;N1917;N-2418;TR00000000005569147
nt1918;TL;744994;N1918;N-2419;TR00000000005569148
nt1919;TL;744995;N1919;N-2420;TR00000000005569149
nt1920;TL;744996;N1920;N-2421;TR00000000005569150
nt1921;TL;744997;N1921;N-2422;TR00000000005569151
nt1922;TL;744998;N1922;N-2423;TR00000000005569152
nt1923;TL;744999;N1923;N-2424;TR00000000005569153
nt1924;TL;745000;N1924;N-2425;TR00000000005569154
nt1925;TL;745001;N1925;N-2426;TR00000000005569155
nt1926;TL;745002;N1926;N-2427;TR00000000005569156
nt1927;TL;745003;N1927;N-2428;TR00000000005569157
nt1928;TL;745004;N1928;N-2429;TR00000000005569158
nt1929;TL;745005;N1929;N-2430;TR00000000005569159
nt1930;TL;745006;N1930;N-2431;TR00000000005569160
nt1931;TL;745007;N1931;N-2432;TR00000000005569161
nt1932;TL;745008;N1932;N-2433;TR00000000005569162
nt1933;TL;745009;N1933;N-2434;TR00000000005569163
nt1934;TL;745010;N1934;N-2435;TR00000000005569164
nt1935;TL;745011;N1935;N-2436;TR00000000005569165
nt1936;TL;745012;N1936;N-2437;TR00000000005569166
nt1937;TL;745013;N1937;N-2438;TR00000000005569167
nt1938;TL;745014;N1938;N-2439;TR00000000005569168
nt1939;TL;745015;N1939;N-2440;TR00000000005569169
nt1940;TL;745016;N1940;N-2441;TR00000000005569170
nt1941;TL;745017;N1941;N-2442;TR00000000005569171
nt1942;TL;745018;N1942;N-2443;TR00000000005569172
nt1943;TL;745019;N1943;N-2444;TR00000000005569173
nt1944;TL;745020;N1944;N-2445;TR00000000005569174
nt1945;TL;745021;N1945;N-2446;TR00000000005569175
nt1946;TL;745022;N1946;N-2447;TR00000000005569176
nt1947;TL;745023;N1947;N-2448;TR00000000005569177
nt1948;TL;745024;N1948;N-2449;TR00000000005569178
nt1949;TL;745025;N1949;N-2450;TR00000000005569179
nt1950;TL;745026;N1950;N-2451;TR00000000005569180
nt1951;TL;745027;N1951;N-2452;TR00000000005569181
nt1952;TL;745028;N1952;N-2453;TR00000000005569182
nt1953;TL;745029;N1953;N-2454;TR00000000005569183
nt1954;TL;745030;N1954;N-2455;TR00000000005569184
nt1955;TL;745031;N1955;N-2456;TR00000000005569185
nt1956;TL;745032;N1956;N-2457;TR00000000005569186
nt1957;TL;745033;N1957;N-2458;TR00000000005569187
nt1958;TL;745034;N1958;N-2459;TR00000000005569188
nt1959;TL;745035;N1959;N-2460;TR00000000005569189
nt1960;TL;745036;N1960;N-2461;TR00000000005569190
nt1961;TL;745037;N1961;N-2462;TR00000000005569191
nt1962;TL;745038;N1962;N-2463;TR00000000005569192
nt1963;TL;745039;N1963;N-2464;TR00000000005569193
nt1964;TL;745040;N1964;N-2465;TR00000000005569194
nt1965;TL;745041;N1965;N-2466;TR00000000005569195
nt1966;TL;745042;N1966;N-2467;TR00000000005569196
nt1967;TL;745043;N1967;N-2468;TR00000000005569197
nt1968;TL;745044;N1968;N-2469;TR00000000005569198
nt1969;TL;745045;N1969;N-2470;TR00000000005569199
nt1970;TL;745046;N1970;N-2471;TR00000000005569200
nt1971;TL;745047;N1971;N-2472;TR00000000005569201
nt1972;TL;745048;N1972;N-2473;TR00000000005569202
nt1973;TL;745049;N1973;N-2474;TR00000000005569203
nt1974;TL;745050;N1974;N-2475;TR00000000005569204
nt1975;TL;745051;N1975;N-2476;TR00000000005569205
nt1976;TL;745052;N1976;N-2477;TR00000000005569206
nt1977;TL;745053;N1977;N-2478;TR00000000005569207
nt1978;TL;745054;N1978;N-2479;TR00000000005569208
nt1979;TL;745055;N1979;N-2480;TR00000000005569209
nt1980;TL;745056;N1980;N-2481;TR00000000005569210
nt1981;TL;745057;N1981;N-2482;TR00000000005569211
nt1982;TL;745058;N1982;N-2483;TR00000000005569212
nt1983;TL;745059;N1983;N-2484;TR00000000005569213
nt1984;TL;745060;N1984;N-2485;TR00000000005569214
nt1985;TL;745061;N1985;N-2486;TR00000000005569215
nt1986;TL;745062;N1986;N-2487;TR00000000005569216
nt1987;TL;745063;N1987;N-2488;TR00000000005569217
nt1988;TL;745064;N1988;N-2489;TR00000000005569218
nt1989;TL;745065;N1989;N-2490;TR00000000005569219
nt1990;TL;745066;N1990;N-2491;TR00000000005569220
nt1991;TL;745067;N1991;N-2492;TR00000000005569221
nt1992;TL;745068;N1992;N-2493;TR00000000005569222
nt1993;TL;745069;N1993;N-2494;TR00000000005569223
nt1994;TL;745070;N1994;N-2495;TR00000000005569224
nt1995;TL;745071;N1995;N-2496;TR00000000005569225
nt1996;TL;745072;N1996;N-2497;TR00000000005569226
nt1997;TL;745073;N1997;N-2498;TR00000000005569227
nt1998;TL;745074;N1998;N-2499;TR00000000005569228
nt1999;TL;745075;N1999;N-2500;TR00000000005569229
nt2000;TL;745076;N2000;N-2501;TR00000000005569230
nt2001;TL;745077;N2001;N-2502;TR00000000005569231
nt2002;TL;745078;N2002;N-2503;TR00000000005569232
nt2003;TL;745079;N2003;N-2504;TR00000000005569233
nt2004;TL;745080;N2004;N-2505;TR00000000005569234
nt2005;TL;745081;N2005;N-2506;TR00000000005569235
nt2006;TL;745082;N2006;N-2507;TR00000000005569236
nt2007;TL;745083;N2007;N-2508;TR00000000005569237
nt2008;TL;745084;N2008;N-2509;TR00000000005569238
nt2009;TL;745085;N2009;N-2510;TR00000000005569239
nt2010;TL;745086;N2010;N-2511;TR00000000005569240
nt2011;TL;745087;N2011;N-2512;TR00000000005569241
nt2012;TL;745088;N2012;N-2513;TR00000000005569242
nt2013;TL;745089;N2013;N-2514;TR00000000005569243
nt2014;TL;745090;N2014;N-2515;TR00000000005569244
nt2015;TL;745091;N2015;N-2516;TR00000000005569245
nt2016;TL;745092;N2016;N-2517;TR00000000005569246
nt2017;TL;745093;N2017;N-2518;TR00000000005569247
nt2018;TL;745094;N2018;N-2519;TR00000000005569248
nt2019;TL;745095;N2019;N-2520;TR00000000005569249
nt2020;TL;745096;N2020;N-2521;TR00000000005569250
nt2021;TL;745097;N2021;N-2522;TR00000000005569251
nt2022;TL;745098;N2022;N-2523;TR00000000005569252
nt2023;TL;745099;N2023;N-2524;TR00000000005569253
nt2024;TL;745100;N2024;N-2525;TR00000000005569254
nt2025;TL;745101;N2025;N-2526;TR00000000005569255
nt2026;TL;745102;N2026;N-2527;TR00000000005569256
nt2027;TL;745103;N2027;N-2528;TR00000000005569257
nt2028;TL;745104;N2028;N-2529;TR00000000005569258
nt2029;TL;745105;N2029;N-2530;TR00000000005569259
nt2030;TL;745106;N2030;N-2531;TR00000000005569260
nt2031;TL;745107;N2031;N-2532;TR00000000005569261
nt2032;TL;745108;N2032;N-2533;TR00000000005569262
nt2033;TL;745109;N2033;N-2534;TR00000000005569263
nt2034;TL;745110;N2034;N-2535;TR00000000005569264
nt2035;TL;745111;N2035;N-2536;TR00000000005569265
nt2036;TL;745112;N2036;N-2537;TR00000000005569266
nt2037;TL;745113;N2037;N-2538;TR00000000005569267
nt2038;TL;745114;N2038;N-2539;TR00000000005569268
nt2039;TL;745115;N2039;N-2540;TR00000000005569269
nt2040;TL;745116;N2040;N-2541;TR00000000005569270
nt2041;TL;745117;N2041;N-2542;TR00000000005569271
nt2042;TL;745118;N2042;N-2543;TR00000000005569272
nt2043;TL;745119;N2043;N-2544;TR00000000005569273
nt2044;TL;745120;N2044;N-2545;TR00000000005569274
nt2045;TL;745121;N2045;N-2546;TR00000000005569275
nt2046;TL;745122;N2046;N-2547;TR00000000005569276
nt2047;TL;745123;N2047;N-2548;TR00000000005569277
nt2048;TL;745124;N2048;N-2549;TR00000000005569278
nt2049;TL;745125;N2049;N-2550;TR00000000005569279
nt2050;TL;745126;N2050;N-2551;TR00000000005569280
nt2051;TL;745127;N2051;N-2552;TR00000000005569281
nt2052;TL;745128;N2052;N-2553;TR00000000005569282
nt2053;TL;745129;N2053;N-2554;TR00000000005569283
nt2054;TL;745130;N2054;N-2555;TR00000000005569284
